id;name;photo;born_mo;born_da;born_ye;born_bc;bornPlace;nationality;ethnicity;religion;education;career;titles;awards;died_mo;died_da;died_ye;died_bc;diedPlace;politicalParty;dob;aged;nationality;intro;activity
1867859;Stefano Jacini;https://prabook.com/web/*/1867859;June;20;1826;;Casalbuttano ed Uniti, Province of Cremona, Italy;Italy;;;;;;;March;25;1891;;Milan, Province of Milan, Italy;;June 20, 1826;64;Italy;Count Stefano Jacini was an Italian statesman and economist. During the period of the Austrian restoration in Lombardy (1849-1859) he devoted himself to both literary and economic studies. In another work, Sulle condizioni economiche della Valtellina ...;politician,economist
1867945;Stefanos Dragoumis;https://prabook.com/web/*/1867945;;;1842;;Athens, Athens Municipality, Greece;Greece;Greeks;;"""National and Kapodistrian University of Athens""";;;;;;1923;;Athens, Athens Municipality, Greece;;1842;80;Greece;Stefanos Dragoumis was a judge, writer and Prime Minister of Greece from January to October 1910. He was the father of Ion Dragoumis. He became Secretary-General of the Ministry of Justice and was very active politically. The organization Macedonian ...;politician,diplomat,judge,writer,prime minister
1867956;Stefanos Natsinas;https://prabook.com/web/*/1867956;;;1910;;Constantinople, Ottoman Empire;Greece;Greeks;;;;;;;;1976;;;National Radical Union;1910;65;Greece;Stefanos Natsinas was a former Greek politician. He was elected twice as Member of Parliament and also served as prefect of Euboea (Greek: ??????), the second largest of the Greek Aegean Islands and the second largest Greek island overall in area ...;politician,lawyer
1867962;Stefanos Stefanopoulos;https://prabook.com/web/*/1867962;;;1898;;Pyrgos, Greece;Greece;Greeks;;;;;;October;4;1982;;;Centre Union;1898;84;Greece;Stefanos Stefanopoulos was a Greek politician, and served as Prime Minister of Greece from 1965 to 1966. He was a moderate conservative, and served as a cabinet member during Alexandros Papagos' government. He even served as acting Prime Minister for ...;politician,diplomat,prime minister,deputy prime minister,finance minister of greece
1868115;Stein Lauvas;https://prabook.com/web/*/1868115;March;3;1965;;;Norway;;;;;;;;;;;;Norwegian Labour Party;March 3, 1965;;Norway;Stein Erik Lauv?s is a Norwegian politician for the Labour Party. He served as a deputy representative to the Norwegian Parliament from ?stfold during the terms 2001–2005 and 2005–2009. On the local level Lauv?s is the mayor of Marker municipality ...;politician,deputy member of the parliament
1868865;Stephanos Mousouros;https://prabook.com/web/*/1868865;January;15;1841;;Athens, Athens Municipality, Greece;;;;;;;;;;;;Istanbul, Istanbul Province, Turkey;;January 15, 1841;;;Stephanos Mousouros was the Ottoman-appointed Prince of Samos from 1896 to 1899. Before becoming Prince of Samos, he was ambassador of the Ottoman Empire to the Kingdom of Italy. He ruled well, putting the law above everything else. The political ...;politician,diplomat,prince of samos
1868922;Steve Kerrigan;https://prabook.com/web/*/1868922;September;17;1971;;;American;;;;;;Chief of Staff;;;;;;Democratic Party;September 17, 1971;;American;"Stephen ""Steve"" Kerrigan is an American politician and the Democratic nominee for Lieutenant Governor of Massachusetts in the 2014 election. From 2009 to 2012, Kerrigan served as the CEO of the Democratic National Convention. He served as the ...";politician,governor,president,senator
1869418;Stephen Donnelly;https://prabook.com/web/*/1869418;;;1975;;;Ireland;;;"""Massachusetts Institute of Technology""//""Harvard Kennedy School""//""University College Dublin""//""Harvard University""";;;;;;;;;Social Democratic Party;1975;;Ireland;Stephen Donnelly is an Irish politician, who is a joint-leader of the Social Democrats. He was elected as an independent Teachta D?la (TD) for the Wicklow constituency at the 2011 general election, and for the Social Democrats party at the 2016 ...;politician,deputy to the d?il
1869543;Stephen Fowler Chadwick;https://prabook.com/web/*/1869543;December;25;1825;;Middletown, Connecticut, United States of America;United States of America;;;;;;;January;15;1895;;Salem, Polk County, United States of America;Democratic Party;December 25, 1825;69;United States;"Stephen Fowler Chadwick was an American Democratic politician who served as the fifth Governor of Oregon from 1877 to 1878. Governor Chadwick was the first person to obtain the governorship by way of the state""s Lincolnshire of Succession.";politician,governor
1870268;Stephen Miller;https://prabook.com/web/*/1870268;January;7;1816;;;American;;;;;;;August;18;1881;;Worthington, Nobles County, United States of America;Republican Party;January 7, 1816;65;American;Stephen Miller was an American Republican politician. He was the first Civil War veteran to serve as Minnesota Governor. He was the fourth Born in Carroll Township, Pennsylvania, Stephen Miller established a series of successful businesses. Miller ...;politician,governor
1870309;Steve Adubato;https://prabook.com/web/*/1870309;December;24;1932;;;United States of America;;;"""Seton Hall University""//""Rutgers University""";;;;;;;;;Democratic Party;December 24, 1932;;United States;Stephen North. Adubato Senior is an American Democratic Party politician and an educator. He has 4 siblings. They have three children, Steve Junior., Theresa and Michele. He began his career in education as a history and government teacher in the ...;politician,educator,master
1870799;Stephen Tobin;https://prabook.com/web/*/1870799;;;1836;;Halifax, Canada;Canada;;;;;;;October;10;1905;;Montreal, Montreal Region, Canada;Liberal Party;1836;69;Canada;Stephen Tobin was a Canadian merchant and political figure. He represented Halifax in the Canadian House of Commons from 1872 to 1874 as a Liberal member. He was born in Halifax, Nova Scotia, the son of Thomas S. and grandson of Michael. He was ...;politician,consul,councillor,mayor,merchant
1870868;Stephen Deblois;https://prabook.com/web/*/1870868;January;16;1780;;New York City;Canada;;;;;;;December;26;1844;;Halifax;;January 16, 1780;64;Canada;Stephen Wastie Deblois was a businessman and political figure in Nova Scotia. He represented Halifax township in the Nova Scotia House of Assembly from 1830 to 1836. He later moved to Halifax with his family near the end of the American Revolution.;politician
1871691;Steve Lebsock;https://prabook.com/web/*/1871691;;;;;Sterling, Colorado, United States;American;;;"""Metropolitan State College""";;;;;;;;;Democratic Party;2012;;American;Steve Lebsock is a Democrat who was elected in 2012 to represent Colorado House District 34, which includes all of Northglenn and Federal Heights, a significant portion of Thornton and one precinct in unincorporated Adams County. Prior to a career in ...;politician
1871701;Lin Chu-chia;https://prabook.com/web/*/1871701;;;1956;;Taoyuan, Taiwan;Taiwan;;;"Los Angeles""//""Tatung University National Chengchi University University of California";;;;;;;;;Communist Party;1956;;Taiwan;Lin Chu-chia or Steve Lin is a Taiwanese politician. He took junior positions at the Mainland Affairs Council before a promotion to concurrent posts as National Development Council head and Governor of Fujian Province in 2016. Lin obtained a degree ...;politician,council head
1873036;Steven Olson;https://prabook.com/web/*/1873036;January;30;1947;;;American;;;;;;;;;;;;Republican Party;January 30, 1947;;American;Steven N. Olson is the Iowa State Representative from the 83rd District. A Republican, he has served in the Iowa House of Representatives since 2003. As of October 2011, Olson serves on several committees in the Iowa House - the Agriculture and ...;politician,congressman
1873107;Steven Weyenberg;https://prabook.com/web/*/1873107;March;21;1973;;Ghent, Belgium;Netherlands;;;"""University of Amsterdam""";;;;;;;;;Democrat;March 21, 1973;;Netherlands;Steven Peter Robert Albert van Weyenberg is a Dutch politician of the Democrats 66 political party. Prior to being elected he worked a civil servant for the Dutch Ministry of Economic Affairs and the Ministry of Social Affairs and Employment.;politician,congressman
1873623;Stian Rosland;https://prabook.com/web/*/1873623;November;3;1976;;Oslo, Norway;Norway;;;;;;;;;;;;Conservative Party;November 3, 1976;;Norway;Stian Berger R?sland is a Norwegian politician for the Conservative Party. He succeeded Erling Lae as Governing Mayor of Oslo in 2009. R?sland is master of law from the University of Oslo. He was commissioner of finance before assuming the office of ...;politician,governing mayor of oslo
1874805;Su Chiao-hui;https://prabook.com/web/*/1874805;April;5;0;;;Taiwan;;;;;;;;;;;;Democratic Party;April 5, 1976;;Taiwan;"Su Chiao-hui is a Taiwanese politician and lawyer While working for Formosa Transnational Attorneys at Law, a firm founded by Fan Kuang-chun and John Chen, Su was mentored by Wellington Koo. She has also served as executive director of her father""s ...";politician,lawyer
1874879;Ali Urguplu;https://prabook.com/web/*/1874879;August;13;1903;;Damascus, Damascus Governorate, Syria;Turkey;;;"""Istanbul University""";;;;December;27;1981;;Istanbul, Istanbul Province, Turkey;Justice Party;August 13, 1903;78;Turkey;Ali Suat Hayri ?rg?pl? was a Turkish political figure. He served a brief term as prime minister of Turkey in 1965. After a brief career as a judge, ?rg?pl? entered the Parliament in 1939 and served as Minister of Customs and Public Monopolies in the ...;politician,diplomat
1875201;Sue Ramsey;https://prabook.com/web/*/1875201;;;1970;;;United Kingdom;;;;;;;;;;;;;August 6, 1970;;United Kingdom;Sue Ramsey Modern Language Association is an Irish Republican politician. She represented the Poleglass and Twinbrook areas on Lisburn Borough Council from 1997 to 2005. Ramsey was elected to the Northern Ireland Assembly in 1998 as a Sinn F?in ...;politician
1875391;Stephen Lin;https://prabook.com/web/*/1875391;November;24;1955;;Hong Kong;;Han chinese;;"""The University of Hong Kong""//""University of London""";;;"Grand Bauhinia Medal; Gold Bauhinia Star; Officer of the Order of the British Empire";;;;;;;November 24, 1955;;;Stephen Lam Sui-lung, OBE, GBM, GBS, JP was the Chief Secretary for Administration of Hong Kong and Secretary for Constitutional and Mainland Affairs. Lam joined the Hong Kong government administrative service in October 1978. He held senior ...;politician,chief secretary for administration,secretary for constitutional and mainland affairs
1875647;Sultan Ahmed;https://prabook.com/web/*/1875647;June;6;1953;;;India;;;"""University of Calcutta""//""Maulana Azad College""";;;;;;2001;;;All India Trinamool Congress;June 6, 1953;47;India;Sultan Ahmed is Union Minister of State for Tourism in the Manmohan Singh government. He was elected to the 15th Lok Sabha from Uluberia (Lok Sabha constituency) on a Trinamool Congress ticket. Ahmed is 56 years old, and is the representative ...;politician
1875674;Sultan Gunal-Gezer;https://prabook.com/web/*/1875674;March;1;1961;;;Netherlands;;;;;;;;;;;;Labour Party;March 1, 1961;;Netherlands;Sultan G?nal-Gezer is a Dutch politician of Turkish descent.;politician,congressman
1875863;Sumner Sewall;https://prabook.com/web/*/1875863;June;17;1897;;Bath, Sagadahoc County, United States of America;American;;;"""Harvard University""";;;"Legion of HonourDistinguished Service Cross; Order of the Crown";January;25;1965;;Bath, Sagadahoc County, United States of America;Republican Party;June 17, 1897;67;American;Sumner Sewall was a United States. Republican politician and airline executive who served as the 58th Governor of Maine from 1941 to 1945. He began his aviation career during World War I as a fighter ace. He enlisted in the USAAS in Paris, underwent ...;politician,governor,pilot
1876180;Sunil Pandey;https://prabook.com/web/*/1876180;March;5;1966;;;Indian;;;;;;;;;;;;;March 5, 1966;;Indian;Sunil Pandey alias Doctor Narendra kumar Pandey is a famous Indian politician of Bihar, who was the Chairman of Agriculture and Industrial Development committee of Bihar, leader of Juris Doctor and a member of the Bihar Legislative Assembly and then ...;politician,chairman of agriculture
1876309;Suphot Dhirakaosal;https://prabook.com/web/*/1876309;August;18;1949;;;Thailand;;;;;;;;;2004;;;;August 18, 1949;54;Thailand;Suphot Dhirakaosal is the Ambassador Extraordinary and Plenipotentiary of the Kingdom of Thailand to the Russian Federation. His first appointment as Ambassador Extraordinary and Plenipotentiary of Thailand was in 2000 to the State of Kuwait. He went ...;politician,diplomat
1876379;Surapong Tovichakchaikul;https://prabook.com/web/*/1876379;March;1;1953;;;Thailand;;;"""Montfort College""";;;;;;;;;Pheu Thai Party;March 1, 1953;;Thailand;Surapong Tovichakchaikul is Deputy Prime Minister, Minister of Foreign Affairs of Thailand, party-list MP and Pheu Thai Party deputy leader. He is Thaksin Shinwatra's cousin in-law because Sumalee Tovichakchaikul (Surapong's aunt) married to Satien ...;politician,engineer,minister of foreign affairs
